"year","month","intent","police","sex","age","race","hispanic","place","education"
2006,"03","Homicide",0,"M",55,"Black",100,"Street","HS/GED"
2006,"03","Homicide",0,"M",25,"Black",100,"Home","HS/GED"
2006,"04","Homicide",0,"M",19,"Black",100,"Other specified","HS/GED"
2006,"05","Accidental",0,"M",84,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",40,"White",100,"Home","HS/GED"
2006,"04","Undetermined",0,"M",18,"Black",100,"Other unspecified","Less than HS"
2006,"04","Suicide",0,"M",65,"White",100,"Other unspecified","NA"
2006,"05","Suicide",0,"M",65,"White",100,"Home","Less than HS"
2006,"04","Homicide",0,"M",63,"White",100,"Home","HS/GED"
2006,"04","Homicide",0,"M",21,"Black",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",37,"White",100,"Home","HS/GED"
2006,"05","Accidental",0,"F",44,"White",100,"Street","Less than HS"
2006,"04","Accidental",0,"M",59,"White",100,"Other unspecified","BA+"
2006,"05","Homicide",0,"M",72,"White",100,"Other unspecified","Some college"
2006,"04","Homicide",0,"M",29,"Black",100,"Home","Some college"
2006,"04","Homicide",0,"M",20,"Black",100,"Other unspecified","Less than HS"
2006,"05","Suicide",0,"M",17,"White",100,"Other unspecified","Less than HS"
2006,"05","Homicide",0,"M",46,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",44,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",41,"White",100,"Other unspecified","BA+"
2006,"04","Homicide",0,"M",41,"Black",100,"Street","HS/GED"
2006,"04","Homicide",0,"F",20,"Black",100,"Home","HS/GED"
2006,"05","Accidental",0,"M",68,"White",100,"Home","HS/GED"
2006,"05","Suicide",0,"M",80,"White",100,"Other unspecified","Less than HS"
2006,"04","Homicide",0,"F",26,"Black",100,"Home","BA+"
2006,"05","Suicide",0,"M",60,"White",100,"Home","BA+"
2006,"05","Suicide",0,"M",48,"White",100,"Other unspecified","HS/GED"
2006,"05","Homicide",0,"M",34,"Black",100,"Home","Less than HS"
2006,"05","Homicide",0,"M",28,"Black",100,"Other specified","Less than HS"
2006,"04","Suicide",0,"F",25,"White",100,"Other unspecified","Some college"
2006,"04","Suicide",0,"M",54,"White",100,"Other unspecified","HS/GED"
2006,"04","Homicide",0,"M",23,"Black",100,"Home","Less than HS"
2006,"05","Suicide",0,"M",68,"White",100,"Other unspecified","Less than HS"
2006,"05","Suicide",0,"M",64,"White",100,"Other unspecified","BA+"
2006,"04","Homicide",0,"F",21,"Black",100,"Trade/service area","HS/GED"
2006,"05","Homicide",0,"M",31,"Black",100,"Street","HS/GED"
2006,"05","Suicide",0,"M",15,"White",100,"Home","Less than HS"
2006,"05","Suicide",0,"F",48,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"F",38,"White",100,"Home","HS/GED"
2006,"05","Homicide",0,"M",36,"Black",100,"Other specified","Less than HS"
2006,"05","Suicide",0,"F",41,"White",100,"Home","Some college"
2006,"05","Homicide",0,"M",29,"Black",100,"Street","HS/GED"
2006,"05","Suicide",0,"F",59,"Black",100,"Home","BA+"
2006,"05","Suicide",0,"F",73,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",73,"White",100,"Home","BA+"
2006,"05","Homicide",0,"M",42,"White",100,"Street","HS/GED"
2006,"05","Accidental",0,"M",62,"White",100,"Home","Less than HS"
2006,"05","Homicide",0,"M",18,"Black",100,"Other specified","HS/GED"
2006,"04","Suicide",0,"M",65,"White",100,"Home","BA+"
2006,"05","Homicide",0,"M",29,"Black",100,"Street","HS/GED"
2006,"04","Homicide",0,"M",30,"Black",100,"Home","Less than HS"
2006,"05","Suicide",0,"M",87,"Black",100,"Home","Less than HS"
2006,"05","Homicide",0,"F",21,"Black",100,"Home","Less than HS"
2006,"05","Suicide",0,"M",26,"White",100,"Home","BA+"
2006,"05","Accidental",0,"M",41,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",62,"White",100,"Other unspecified","Less than HS"
2006,"03","Homicide",0,"M",57,"Black",100,"Home","Less than HS"
2006,"05","Homicide",0,"M",40,"Black",100,"Street","HS/GED"
2006,"05","Suicide",0,"M",33,"White",100,"Other unspecified","Less than HS"
2006,"05","Accidental",0,"M",26,"White",100,"Home","HS/GED"
2006,"05","Suicide",0,"M",68,"White",100,"Other unspecified","HS/GED"
2006,"05","Homicide",0,"F",38,"Black",100,"Home","HS/GED"
2006,"05","Homicide",0,"M",28,"Black",100,"Home","Less than HS"
2006,"05","Homicide",0,"M",54,"Black",100,"Home","HS/GED"
2006,"05","Undetermined",0,"M",25,"Black",100,"Industrial/construction","HS/GED"
2006,"06","Suicide",0,"M",16,"White",100,"Home","Less than HS"
2006,"06","Suicide",0,"M",30,"White",100,"Other unspecified","Less than HS"
2006,"05","Suicide",0,"M",30,"Black",100,"Home","HS/GED"
2006,"05","Suicide",0,"M",18,"Black",100,"Home","HS/GED"
2006,"05","Suicide",0,"M",37,"White",100,"Home","Some college"
2006,"05","Homicide",0,"F",18,"Black",100,"Street","HS/GED"
2006,"05","Homicide",0,"M",30,"Black",100,"Street","HS/GED"
2006,"06","Suicide",0,"M",36,"White",100,"Home","HS/GED"
2006,"05","Homicide",0,"M",40,"White",100,"Home","BA+"
2006,"05","Suicide",0,"F",22,"White",100,"Home","HS/GED"
2006,"04","Suicide",0,"M",23,"White",100,"Home","Less than HS"
2006,"05","Suicide",0,"M",82,"White",100,"Home","HS/GED"
2006,"05","Suicide",0,"M",47,"White",100,"Home","HS/GED"
2006,"04","Suicide",0,"M",23,"Black",100,"Trade/service area","HS/GED"
2006,"05","Homicide",0,"M",25,"White",100,"Other specified","HS/GED"
2006,"06","Suicide",0,"M",67,"White",100,"Street","Some college"
2006,"06","Suicide",0,"M",49,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2006,"06","Suicide",0,"M",62,"White",100,"Other unspecified","HS/GED"
2006,"06","Suicide",0,"M",42,"White",100,"Home","BA+"
2006,"06","Suicide",0,"M",66,"Black",100,"Home","Less than HS"
2006,"06","Suicide",0,"M",53,"White",100,"Trade/service area","Some college"
2006,"05","Homicide",0,"M",38,"Black",100,"Home","HS/GED"
2006,"06","Homicide",0,"F",59,"Black",100,"Street","HS/GED"
2006,"06","Suicide",0,"M",39,"White",100,"Home","HS/GED"
2006,"06","Suicide",0,"M",38,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",34,"White",100,"Trade/service area","Some college"
2006,"05","Homicide",0,"M",18,"Black",100,"Street","Less than HS"
2006,"06","Accidental",0,"M",24,"Black",100,"Other unspecified","Some college"
2006,"04","Homicide",0,"M",23,"Black",100,"Other unspecified","Less than HS"
2006,"06","Homicide",0,"M",44,"Black",100,"Trade/service area","Some college"
2006,"06","Suicide",0,"M",70,"White",100,"Other unspecified","Less than HS"
2006,"06","Suicide",0,"M",51,"White",100,"Other unspecified","HS/GED"
2006,"06","Suicide",0,"M",32,"White",100,"Home","Some college"
2006,"06","Suicide",0,"M",40,"White",100,"Other unspecified","BA+"
2006,"06","Suicide",0,"M",54,"White",100,"Other unspecified","Less than HS"
2006,"06","Suicide",0,"M",40,"White",100,"Home","BA+"
2006,"06","Suicide",0,"M",46,"White",100,"Other unspecified","Some college"
2006,"06","Homicide",0,"M",40,"White",100,"Other unspecified","HS/GED"
2006,"06","Homicide",0,"M",35,"Black",100,"Other unspecified","Less than HS"
2006,"06","Accidental",0,"M",40,"White",100,"Other unspecified","HS/GED"
2006,"05","Homicide",0,"M",14,"Black",100,"Other specified","Less than HS"
2006,"06","Suicide",0,"M",78,"White",100,"Other unspecified","HS/GED"
2006,"06","Homicide",0,"M",31,"Hispanic",211,"Other specified","Less than HS"
2006,"05","Suicide",0,"M",71,"White",100,"Home","Some college"
2006,"06","Accidental",0,"M",19,"Black",100,"Other unspecified","HS/GED"
2006,"06","Accidental",0,"F",45,"White",100,"Other unspecified","HS/GED"
2006,"06","Suicide",0,"F",23,"White",100,"Home","Some college"
2006,"06","Homicide",0,"M",25,"Black",100,"Other specified","Some college"
2006,"05","Homicide",0,"M",24,"Black",100,"Home","Less than HS"
2006,"06","Suicide",0,"M",28,"White",100,"Home","Some college"
2006,"06","Suicide",0,"M",56,"White",100,"Home","HS/GED"
2006,"06","Suicide",0,"M",31,"White",100,"Other unspecified","HS/GED"
2006,"05","Homicide",0,"M",25,"Black",100,"Street","Less than HS"
2006,"06","Homicide",0,"F",54,"Black",100,"Home","Some college"
2006,"06","Homicide",0,"M",52,"Black",100,"Home","Some college"
2006,"06","Suicide",0,"M",37,"White",100,"Other unspecified","HS/GED"
2006,"06","Suicide",0,"F",45,"White",100,"Other unspecified","Some college"
2006,"06","Suicide",0,"M",39,"Black",100,"Street","HS/GED"
2006,"06","Suicide",0,"M",19,"White",100,"Home","Less than HS"
2006,"06","Suicide",0,"M",15,"White",100,"Other unspecified","Less than HS"
2006,"06","Homicide",0,"M",20,"Black",100,"Street","Less than HS"
2006,"07","Homicide",0,"M",30,"White",100,"Other unspecified","Less than HS"
2006,"05","Homicide",0,"F",23,"Black",100,"Home","Less than HS"
2006,"07","Homicide",0,"M",43,"Hispanic",211,"Home","Less than HS"
2006,"06","Suicide",0,"M",38,"White",100,"Other specified","HS/GED"
2006,"03","Suicide",0,"M",24,"Black",100,"Other unspecified","Some college"
2006,"07","Suicide",0,"F",63,"White",100,"Street","HS/GED"
2006,"06","Suicide",0,"M",22,"Black",100,"Other unspecified","Less than HS"
2006,"06","Homicide",0,"M",27,"Black",100,"Other specified","Some college"
2006,"06","Homicide",0,"M",18,"Black",100,"Home","HS/GED"
2006,"06","Suicide",0,"M",17,"White",100,"Home","Less than HS"
2006,"07","Suicide",0,"F",46,"White",100,"Home","HS/GED"
2006,"06","Homicide",0,"M",27,"Black",100,"Home","Less than HS"
2006,"07","Suicide",0,"M",32,"White",100,"Other unspecified","HS/GED"
2006,"07","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2006,"07","Suicide",0,"M",38,"White",100,"Home","Some college"
2006,"07","Suicide",0,"M",33,"White",100,"Other unspecified","BA+"
2006,"06","Suicide",0,"M",61,"White",100,"Other unspecified","Some college"
2006,"06","Suicide",0,"M",76,"White",100,"Home","Less than HS"
2006,"07","Suicide",0,"F",57,"White",100,"Other unspecified","Less than HS"
2006,"06","Homicide",0,"M",65,"Black",100,"Home","HS/GED"
2006,"05","Homicide",0,"M",34,"Black",100,"Street","BA+"
2006,"06","Homicide",0,"F",32,"Black",100,"Home","Less than HS"
2006,"06","Homicide",0,"M",19,"Black",100,"Home","Less than HS"
2006,"06","Homicide",0,"M",37,"White",100,"Other unspecified","HS/GED"
2006,"07","Suicide",0,"M",58,"White",100,"Other unspecified","Less than HS"
2006,"06","Suicide",0,"M",59,"White",100,"Home","Some college"
2006,"06","Homicide",0,"M",67,"Black",100,"Street","Less than HS"
2006,"07","Accidental",0,"M",49,"Hispanic",211,"Other unspecified","Less than HS"
2006,"06","Homicide",0,"M",17,"White",100,"Home","Less than HS"
2006,"07","Suicide",0,"F",73,"White",100,"Home","HS/GED"
2006,"06","Suicide",0,"M",56,"White",100,"Home","Less than HS"
2006,"06","Accidental",0,"F",33,"White",100,"Home","Less than HS"
2006,"07","Suicide",0,"M",34,"White",100,"School/instiution","HS/GED"
2006,"06","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2006,"04","Homicide",0,"M",22,"Black",100,"Trade/service area","Less than HS"
2006,"07","Accidental",0,"M",43,"Black",100,"Other unspecified","HS/GED"
