"year","month","intent","police","sex","age","race","hispanic","place","education"
2019,"11","Suicide",0,"M",24,"Native American/Native Alaskan",100,"Home","Less than HS"
2019,"10","Suicide",0,"F",31,"Native American/Native Alaskan",100,"Home","Some college"
2019,"10","Homicide",0,"M",32,"White",100,"School/instiution","Less than HS"
2019,"11","Homicide",0,"M",42,"Black",100,"Home","HS/GED"
2019,"11","Homicide",0,"M",26,"Native American/Native Alaskan",100,"Home","Less than HS"
2019,"11","Homicide",0,"M",25,"White",100,"Street","Less than HS"
2019,"11","Suicide",0,"M",62,"White",100,"Home","Some college"
2019,"11","Homicide",0,"F",29,"Asian/Pacific Islander",100,"Home","HS/GED"
2019,"11","Suicide",0,"M",26,"White",100,"Street","HS/GED"
2019,"11","Homicide",0,"M",24,"Native American/Native Alaskan",100,"Trade/service area","HS/GED"
2019,"11","Undetermined",0,"M",20,"White",100,"Home","HS/GED"
2019,"10","Suicide",0,"M",40,"White",100,"Home","BA+"
2019,"11","Suicide",0,"M",28,"Native American/Native Alaskan",100,"Home","Less than HS"
2019,"11","Suicide",0,"M",61,"Native American/Native Alaskan",100,"Home","HS/GED"
2019,"12","Suicide",0,"M",31,"White",100,"Other specified","HS/GED"
2019,"12","Homicide",0,"M",34,"White",100,"Trade/service area","HS/GED"
2019,"12","Suicide",0,"M",68,"White",100,"Home","HS/GED"
2019,"11","Homicide",0,"M",57,"White",100,"Other specified","HS/GED"
2019,"12","Suicide",0,"M",29,"White",100,"Home","HS/GED"
2019,"12","Suicide",0,"F",31,"Native American/Native Alaskan",100,"Home","HS/GED"
2019,"12","Homicide",0,"M",38,"Native American/Native Alaskan",100,"Home","HS/GED"
2019,"12","Suicide",0,"M",47,"White",100,"Home","HS/GED"
2019,"12","Suicide",0,"M",26,"Native American/Native Alaskan",100,"Home","HS/GED"
2019,"11","Homicide",0,"F",23,"Native American/Native Alaskan",100,"Home","Less than HS"
2019,"12","Homicide",0,"M",42,"Black",100,"Other specified","Less than HS"
2019,"12","Suicide",0,"M",22,"Asian/Pacific Islander",100,"Street","Less than HS"
2019,"12","Suicide",0,"F",19,"White",100,"Home","HS/GED"
2019,"12","Homicide",0,"M",46,"Native American/Native Alaskan",100,"Other unspecified","Less than HS"
2019,"12","Homicide",1,"M",34,"White",100,NA,"Some college"
2019,"12","Homicide",0,"F",60,"White",100,"School/instiution","BA+"
2019,"12","Suicide",0,"M",24,"White",100,"Home","HS/GED"
2019,"12","Suicide",0,"M",45,"White",100,"Home","Less than HS"
2019,"11","Homicide",0,"F",30,"Asian/Pacific Islander",100,"Other specified","HS/GED"
2019,"11","Homicide",0,"F",13,"Asian/Pacific Islander",100,"Other specified","Less than HS"
2019,"12","Suicide",0,"F",31,"Native American/Native Alaskan",100,"Home","Some college"
2019,"12","Suicide",0,"M",23,"White",100,"Home","Some college"
2019,"10","Suicide",0,"M",56,"White",100,"Home","BA+"
2019,"05","Homicide",0,"F",27,"Native American/Native Alaskan",100,"Other unspecified","HS/GED"
2019,"12","Suicide",0,"M",30,"White",100,"Home","Some college"
2019,"12","Suicide",0,"M",59,"White",100,"Other specified","Some college"
2019,"04","Homicide",0,"F",53,"Native American/Native Alaskan",998,"Other specified","NA"
2019,"12","Homicide",0,"M",47,"Native American/Native Alaskan",100,"Other specified","HS/GED"
2019,"01","Suicide",0,"F",49,"White",100,"Street","BA+"
2019,"01","Suicide",0,"M",35,"White",100,"Other specified","Less than HS"
2019,"01","Suicide",0,"M",27,"White",100,"Home","Some college"
2019,"01","Homicide",0,"M",38,"White",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",39,"White",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",54,"White",100,"Home","Some college"
2019,"01","Suicide",0,"M",40,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",43,"White",100,"Home","Less than HS"
2019,"01","Suicide",0,"M",18,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",29,"White",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",36,"Black",100,"Street","Some college"
2019,"01","Suicide",0,"F",26,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",50,"Asian/Pacific Islander",100,"Other specified","HS/GED"
2019,"01","Homicide",0,"F",39,"White",100,"Home","HS/GED"
2019,"01","Accidental",0,"M",39,"White",100,"Home","Less than HS"
2019,"01","Suicide",0,"M",44,"White",100,"Other specified","HS/GED"
2019,"01","Homicide",0,"M",29,"Black",100,"Home","HS/GED"
2019,"01","Accidental",0,"M",49,"White",100,"Other unspecified","HS/GED"
2019,"01","Homicide",0,"M",22,"Black",100,"Trade/service area","HS/GED"
2019,"01","Suicide",0,"F",66,"Black",100,"Home","Some college"
2019,"01","Accidental",0,"M",11,"White",100,"Other specified","Less than HS"
2019,"01","Homicide",0,"M",28,"Black",100,"Street","HS/GED"
2019,"01","Suicide",0,"M",77,"White",100,"Home","Less than HS"
2019,"01","Suicide",0,"F",39,"White",100,"Street","Less than HS"
2019,"01","Homicide",0,"M",34,"Black",100,"Street","HS/GED"
2019,"01","Homicide",0,"M",56,"White",100,"Trade/service area","HS/GED"
2019,"01","Suicide",0,"M",80,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"F",56,"White",100,"Home","BA+"
2019,"01","Undetermined",0,"F",48,"White",100,"Other specified","HS/GED"
2019,"01","Suicide",0,"M",51,"White",100,"Home","Some college"
2019,"01","Homicide",0,"M",31,"Black",100,"Street","HS/GED"
2019,"01","Suicide",0,"M",56,"White",100,"Home","Some college"
2019,"01","Suicide",0,"F",62,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",41,"Black",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",37,"Black",100,"Home","Some college"
2019,"01","Suicide",0,"M",74,"White",100,"Home","BA+"
2019,"01","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",87,"White",100,"Home","Some college"
2019,"01","Suicide",0,"M",17,"Black",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",43,"Black",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",20,"Black",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",95,"White",100,"Home","BA+"
2019,"01","Homicide",0,"M",46,"Black",100,"Other unspecified","HS/GED"
2019,"01","Suicide",0,"M",87,"White",100,"Home","BA+"
2019,"01","Suicide",0,"F",57,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",3,"Black",100,"Home","Less than HS"
2019,"01","Suicide",0,"M",71,"White",100,"Home","NA"
2019,"01","Homicide",0,"M",31,"White",100,"Trade/service area","Some college"
2019,"01","Suicide",0,"M",24,"White",100,"Home","Some college"
2019,"01","Homicide",0,"M",39,"Black",100,"Trade/service area","HS/GED"
2019,"01","Homicide",0,"M",34,"White",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",25,"Black",100,"Street","Less than HS"
2019,"01","Suicide",0,"M",63,"White",100,"Home","Less than HS"
2019,"01","Suicide",0,"M",38,"White",100,"Residential institution","HS/GED"
2019,"01","Suicide",0,"F",58,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",45,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",14,"White",100,"Home","Less than HS"
2019,"01","Suicide",0,"M",35,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",18,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",57,"Black",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",82,"White",100,"Home","BA+"
2019,"02","Homicide",0,"M",38,"White",100,"Home","HS/GED"
2019,"01","Suicide",0,"M",81,"White",100,"Home","Less than HS"
2019,"02","Suicide",0,"F",76,"White",100,"Home","Some college"
2019,"01","Homicide",0,"M",49,"Black",100,"Home","Less than HS"
2019,"02","Suicide",0,"M",48,"White",100,"Trade/service area","BA+"
2019,"02","Suicide",0,"M",53,"White",100,"Home","BA+"
2019,"01","Suicide",0,"M",64,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",59,"White",100,"Home","BA+"
2019,"01","Homicide",0,"M",21,"Black",100,"Street","Less than HS"
2019,"02","Suicide",0,"M",72,"White",100,"Home","BA+"
2019,"01","Homicide",0,"M",40,"White",100,"Other unspecified","HS/GED"
2019,"01","Suicide",0,"F",73,"White",100,"Home","Some college"
2019,"02","Suicide",0,"F",72,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",25,"Black",100,"Trade/service area","Some college"
2019,"01","Suicide",0,"M",76,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"F",71,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",81,"White",100,"Other specified","Some college"
2019,"02","Homicide",0,"M",39,"White",100,"Street","HS/GED"
2019,"01","Suicide",0,"M",32,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",29,"Black",100,"School/instiution","Less than HS"
2019,"02","Accidental",0,"M",69,"Black",100,"Other specified","Some college"
2019,"02","Suicide",0,"M",51,"Black",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",74,"White",100,"Home","BA+"
2019,"02","Suicide",0,"M",79,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",29,"Black",100,"Street","Less than HS"
2019,"02","Suicide",0,"F",18,"White",100,"Home","Less than HS"
2019,"02","Homicide",0,"F",38,"Black",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",30,"Black",100,"School/instiution","Some college"
2019,"02","Accidental",0,"M",61,"Black",100,"Other specified","Less than HS"
2019,"02","Suicide",0,"M",47,"White",100,"Home","Some college"
2019,"01","Homicide",0,"M",57,"Black",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",28,"Hispanic",210,"Home","Some college"
2019,"01","Homicide",0,"F",47,"Black",100,"Other specified","HS/GED"
2019,"01","Suicide",0,"F",61,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",35,"Black",100,"Home","Some college"
2019,"01","Suicide",0,"M",40,"Black",100,"Street","HS/GED"
2019,"01","Homicide",0,"M",36,"White",100,"Trade/service area","HS/GED"
2019,"02","Homicide",0,"M",26,"White",100,"Home","Less than HS"
2019,"02","Suicide",0,"M",23,"White",100,"Home","Some college"
2019,"01","Homicide",0,"F",34,"Native American/Native Alaskan",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",20,"Black",100,"Other specified","Less than HS"
2019,"01","Homicide",0,"M",44,"Black",100,"Other specified","Some college"
2019,"02","Suicide",0,"M",77,"White",100,"Home","Less than HS"
2019,"02","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2019,"02","Accidental",0,"M",22,"White",100,"Home","HS/GED"
2019,"01","Homicide",1,"M",70,"Black",100,NA,"Some college"
2019,"02","Homicide",0,"M",60,"White",100,"Home","Less than HS"
2019,"02","Suicide",0,"M",48,"White",100,"Residential institution","HS/GED"
2019,"02","Suicide",0,"M",62,"Black",100,"Other specified","HS/GED"
2019,"01","Homicide",0,"M",23,"White",100,"Street","Less than HS"
2019,"02","Suicide",0,"M",31,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",37,"White",100,"Other specified","Some college"
2019,"02","Homicide",0,"M",30,"Black",100,"Street","Some college"
2019,"02","Suicide",0,"M",70,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",39,"Black",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",47,"Black",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",53,"White",100,"Home","Less than HS"
2019,"01","Homicide",0,"F",52,"White",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",26,"Black",100,"Trade/service area","HS/GED"
2019,"02","Suicide",0,"M",47,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"F",35,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",23,"Hispanic",210,"Trade/service area","HS/GED"
2019,"02","Homicide",0,"F",36,"White",100,"Home","Less than HS"
2019,"02","Suicide",0,"M",85,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"F",28,"White",100,"Home","BA+"
2019,"01","Homicide",0,"M",16,"Black",100,"Home","Less than HS"
2019,"02","Homicide",0,"F",33,"White",100,"Home","BA+"
2019,"02","Suicide",0,"M",60,"White",100,"Street","Some college"
2019,"02","Suicide",0,"M",38,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",38,"Black",100,"Other specified","Less than HS"
2019,"02","Suicide",0,"M",74,"White",100,"Home","BA+"
2019,"02","Homicide",0,"M",38,"Black",100,"Home","Less than HS"
2019,"01","Homicide",0,"M",54,"Black",100,"Street","HS/GED"
2019,"02","Suicide",0,"M",57,"Black",100,"Home","Less than HS"
2019,"02","Suicide",0,"F",80,"White",100,"Home","BA+"
2019,"02","Homicide",0,"F",89,"White",100,"Residential institution","BA+"
2019,"02","Suicide",0,"M",86,"White",100,"Residential institution","BA+"
2019,"02","Homicide",0,"M",21,"Black",100,"Street","Less than HS"
2019,"02","Suicide",0,"M",33,"White",100,"Home","Some college"
2019,"02","Homicide",0,"M",57,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",77,"White",100,"Home","BA+"
2019,"02","Homicide",0,"M",28,"Black",100,"Home","Less than HS"
2019,"02","Homicide",0,"M",30,"Black",100,"Home","Some college"
2019,"03","Suicide",0,"M",77,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",32,"Black",100,"Home","HS/GED"
2019,"02","Undetermined",0,"M",41,"White",100,"Other unspecified","Less than HS"
2019,"02","Homicide",0,"M",24,"Black",100,"Other unspecified","HS/GED"
2019,"02","Suicide",0,"F",50,"White",100,"Other specified","Some college"
2019,"02","Homicide",0,"M",76,"White",100,"Other specified","BA+"
2019,"02","Homicide",0,"M",41,"Black",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",18,"Black",100,"Other unspecified","Less than HS"
2019,"03","Suicide",0,"M",59,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",33,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",26,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",23,"Black",100,"Street","HS/GED"
2019,"02","Homicide",0,"M",25,"Black",100,"Street","Less than HS"
2019,"02","Suicide",0,"F",22,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",35,"White",100,"Home","Less than HS"
2019,"03","Homicide",0,"M",35,"Black",100,"Residential institution","HS/GED"
2019,"02","Homicide",0,"M",20,"Black",100,"Home","HS/GED"
2019,"01","Homicide",0,"M",65,"Black",100,"Home","HS/GED"
2019,"02","Accidental",0,"F",80,"Hispanic",270,"Other unspecified","Some college"
2019,"03","Suicide",0,"M",47,"White",100,"Home","Some college"
2019,"02","Suicide",0,"M",62,"White",100,"Residential institution","HS/GED"
2019,"03","Suicide",0,"M",55,"White",100,"Residential institution","Some college"
2019,"02","Homicide",0,"M",36,"Black",100,"Street","HS/GED"
2019,"02","Homicide",0,"M",19,"Black",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",39,"Black",100,"Home","Less than HS"
2019,"02","Homicide",0,"M",18,"Black",100,"Street","HS/GED"
2019,"02","Suicide",0,"F",26,"Black",100,"School/instiution","Some college"
2019,"03","Suicide",0,"M",80,"White",100,"Home","BA+"
2019,"03","Suicide",0,"F",46,"White",100,"Home","Some college"
2019,"02","Suicide",0,"M",43,"White",100,"Home","Some college"
2019,"02","Homicide",0,"M",19,"Black",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",18,"Black",100,"Other specified","Less than HS"
2019,"02","Suicide",0,"M",62,"White",100,"Home","HS/GED"
2019,"02","Suicide",0,"F",51,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",41,"Black",100,"Street","HS/GED"
2019,"02","Homicide",0,"M",25,"Black",100,"Home","Less than HS"
2019,"03","Suicide",0,"M",26,"White",100,"Home","HS/GED"
2019,"02","Homicide",0,"M",39,"Hispanic",210,"Other specified","HS/GED"
2019,"02","Suicide",0,"M",31,"Black",100,"Home","HS/GED"
2019,"03","Suicide",0,"M",68,"White",100,"Home","BA+"
2019,"02","Homicide",0,"F",22,"White",100,"Other unspecified","Some college"
2019,"02","Homicide",0,"F",36,"Black",100,"Street","Less than HS"
2019,"03","Homicide",0,"M",28,"Black",100,"Trade/service area","HS/GED"
2019,"02","Homicide",0,"M",55,"White",100,"Other unspecified","Less than HS"
2019,"02","Homicide",0,"F",42,"Black",100,"Street","Some college"
2019,"02","Suicide",0,"F",71,"White",100,"Home","HS/GED"
2019,"03","Suicide",0,"M",25,"White",100,"Home","HS/GED"
2019,"03","Suicide",0,"M",84,"White",100,"Home","Less than HS"
2019,"03","Suicide",0,"F",77,"White",100,"Home","Some college"
2019,"02","Suicide",0,"F",40,"White",100,"Home","HS/GED"
2019,"03","Homicide",0,"F",23,"Black",100,"Home","HS/GED"
2019,"02","Suicide",0,"M",32,"Black",100,"Other specified","Some college"
2019,"03","Suicide",0,"F",64,"White",100,"Home","HS/GED"
2019,"03","Suicide",0,"M",47,"White",100,"Home","HS/GED"
2019,"03","Homicide",0,"F",45,"Black",100,"Trade/service area","HS/GED"
2019,"03","Suicide",0,"F",48,"White",100,"Home","HS/GED"
2019,"03","Suicide",0,"M",27,"White",100,"Home","HS/GED"
